"Age","Hours_per_day","Fav_genre","BPM","Frequency_classical","Frequency_country","Frequency_EDM","Frequency_folk","Frequency_gospel","Frequency_hip_hop","Frequency_jazz","Frequency_K_pop","Frequency_latin","Frequency_lofi","Frequency_metal","Frequency_pop","Frequency_R_and_B","Frequency_rap","Frequency_rock","Frequency_video_game_music","Anxiety","Depression","Insomnia","OCD","Music_effect","Age_Hours_Interaction","BPM_Anxiety","BPM_Depression","BPM_Insomnia","BPM_OCD","FavGenre_Musiceffects","id","Age_Group","Hours_per_day_Group","BPM_Group","Anxiety_Group","Depression_Group","Insomnia_Group","OCD_Group","Normalized_HoursPerDay","Normalized_Anxiety","Normalized_Depression","Normalized_Insomnia","Normalized_OCD"
15.0,4.0,"Metal",140.0,"Rarely","Never","Sometimes","Rarely","Never","Rarely","Never","Rarely","Never","Never","Very frequently","Sometimes","Sometimes","Sometimes","Very frequently","Rarely",10.0,7.0,3.0,2.0,"Improve",60.0,1400.0,980.0,420.0,280.0,"Metal_Improve",549,"Under 18","3-5 hours","Fast","High","Medium","Low","Low",0.2,0.5,0.35,0.15,0.1
25.0,3.0,"Rock",110.0,"Never","Rarely","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes","Never","Rarely","Never","Never","Very frequently","Sometimes",8.0,9.0,4.0,10.0,"Improve",75.0,880.0,990.0,440.0,1100.0,"Rock_Improve",551,"25-34","1-3 hours","Moderate","High","High","Low","High",0.15,0.4,0.45,0.2,0.5
16.0,3.0,"K pop",115.0,"Rarely","Never","Rarely","Never","Never","Very frequently","Very frequently","Very frequently","Never","Sometimes","Never","Very frequently","Very frequently","Very frequently","Very frequently","Sometimes",2.0,7.0,0.0,0.0,"Improve",48.0,230.0,805.0,0.0,0.0,"K pop_Improve",552,"Under 18","1-3 hours","Moderate","Low","Medium","No","No",0.15,0.1,0.35,0.0,0.0
20.0,1.0,"Rock",130.0,"Sometimes","Sometimes","Rarely","Very frequently","Rarely","Rarely","Very frequently","Never","Never","Never","Never","Very frequently","Rarely","Rarely","Very frequently","Never",10.0,4.0,8.0,0.0,"Improve",20.0,1300.0,520.0,1040.0,0.0,"Rock_Improve",554,"18-24","1-3 hours","Fast","High","Low","High","No",0.05,0.5,0.2,0.4,0.0
19.0,7.0,"Rock",128.0,"Sometimes","Rarely","Never","Rarely","Never","Never","Sometimes","Never","Never","Never","Rarely","Never","Never","Never","Very frequently","Sometimes",7.0,7.0,0.0,0.0,"Improve",133.0,896.0,896.0,0.0,0.0,"Rock_Improve",555,"18-24","5+ hours","Fast","Medium","Medium","No","No",0.35,0.35,0.35,0.0,0.0
33.0,2.0,"Metal",134.0,"Rarely","Never","Never","Sometimes","Never","Sometimes","Rarely","Never","Never","Never","Very frequently","Sometimes","Sometimes","Sometimes","Very frequently","Sometimes",4.0,8.0,0.0,0.0,"Improve",66.0,536.0,1072.0,0.0,0.0,"Metal_Improve",556,"25-34","1-3 hours","Fast","Low","High","No","No",0.1,0.2,0.4,0.0,0.0
21.0,1.0,"Video game music",120.0,"Very frequently","Very frequently","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Never","Never","Very frequently","Rarely","Sometimes","Never","Sometimes","Sometimes","Very frequently",0.0,6.0,0.0,4.0,"Improve",21.0,0.0,720.0,0.0,480.0,"Video game music_Improve",557,"18-24","1-3 hours","Moderate","No","Medium","No","Low",0.05,0.0,0.3,0.0,0.2
20.0,8.0,"Jazz",93.0,"Rarely","Sometimes","Rarely","Very frequently","Never","Sometimes","Very frequently","Rarely","Sometimes","Very frequently","Never","Sometimes","Rarely","Sometimes","Sometimes","Rarely",7.0,6.0,7.0,4.0,"Improve",160.0,651.0,558.0,651.0,372.0,"Jazz_Improve",558,"18-24","5+ hours","Moderate","Medium","Medium","Medium","Low",0.4,0.35,0.3,0.35,0.2
16.0,3.0,"Pop",120.0,"Never","Never","Never","Never","Never","Very frequently","Never","Very frequently","Never","Never","Never","Very frequently","Sometimes","Never","Never","Never",6.0,0.0,0.0,0.0,"Improve",48.0,720.0,0.0,0.0,0.0,"Pop_Improve",559,"Under 18","1-3 hours","Moderate","Medium","No","No","No",0.15,0.3,0.0,0.0,0.0
21.0,2.0,"Video game music",120.0,"Sometimes","Never","Rarely","Sometimes","Rarely","Never","Rarely","Never","Sometimes","Sometimes","Rarely","Very frequently","Sometimes","Never","Very frequently","Very frequently",2.0,2.0,0.0,0.0,"Improve",42.0,240.0,240.0,0.0,0.0,"Video game music_Improve",560,"18-24","1-3 hours","Moderate","Low","Low","No","No",0.1,0.1,0.1,0.0,0.0
60.0,2.0,"Rock",120.0,"Rarely","Rarely","Never","Rarely","Rarely","Never","Rarely","Never","Never","Never","Rarely","Sometimes","Sometimes","Never","Very frequently","Never",0.0,0.0,0.0,0.0,"Improve",120.0,0.0,0.0,0.0,0.0,"Rock_Improve",561,"55-64","1-3 hours","Moderate","No","No","No","No",0.1,0.0,0.0,0.0,0.0
19.0,0.0,"Classical",120.0,"Very frequently","Rarely","Sometimes","Rarely","Rarely","Sometimes","Rarely","Rarely","Rarely","Rarely","Never","Rarely","Rarely","Rarely","Rarely","Rarely",0.0,0.0,0.0,0.0,"Improve",0.0,0.0,0.0,0.0,0.0,"Classical_Improve",562,"18-24","0-1 hours","Moderate","No","No","No","No",0.0,0.0,0.0,0.0,0.0
80.0,3.0,"Classical",122.0,"Very frequently","Rarely","Never","Rarely","Never","Never","Rarely","Rarely","Never","Rarely","Rarely","Sometimes","Never","Never","Never","Sometimes",7.0,3.0,9.0,2.0,"Improve",240.0,854.0,366.0,1098.0,244.0,"Classical_Improve",563,"65 and above","1-3 hours","Fast","Medium","Low","High","Low",0.15,0.35,0.15,0.45,0.1
20.0,2.0,"Rock",148.0,"Rarely","Rarely","Rarely","Rarely","Never","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Very frequently","Very frequently","Sometimes","Sometimes","Very frequently","Rarely",7.0,9.0,7.0,0.0,"Improve",40.0,1036.0,1332.0,1036.0,0.0,"Rock_Improve",564,"18-24","1-3 hours","Fast","Medium","High","Medium","No",0.1,0.35,0.45,0.35,0.0
20.0,2.0,"Rap",120.0,"Sometimes","Never","Rarely","Never","Never","Sometimes","Sometimes","Never","Never","Rarely","Never","Sometimes","Sometimes","Very frequently","Sometimes","Sometimes",7.0,5.0,1.0,3.0,"Improve",40.0,840.0,600.0,120.0,360.0,"Rap_Improve",565,"18-24","1-3 hours","Moderate","Medium","Medium","No","Low",0.1,0.35,0.25,0.05,0.15
18.0,8.0,"Gospel",56.0,"Rarely","Never","Rarely","Never","Very frequently","Sometimes","Sometimes","Never","Sometimes","Very frequently","Never","Sometimes","Very frequently","Sometimes","Never","Sometimes",3.0,0.0,2.0,2.0,"Improve",144.0,168.0,0.0,112.0,112.0,"Gospel_Improve",566,"18-24","5+ hours","Slow","Low","No","Low","Low",0.4,0.15,0.0,0.1,0.1
22.0,6.0,"Folk",63.0,"Never","Rarely","Sometimes","Very frequently","Never","Rarely","Rarely","Never","Sometimes","Sometimes","Never","Rarely","Rarely","Rarely","Very frequently","Sometimes",8.0,7.0,7.0,3.0,"Improve",132.0,504.0,441.0,441.0,189.0,"Folk_Improve",568,"18-24","5+ hours","Moderate","High","Medium","Medium","Low",0.3,0.4,0.35,0.35,0.15
22.0,4.0,"Pop",120.0,"Rarely","Sometimes","Very frequently","Sometimes","Never","Rarely","Never","Never","Never","Never","Rarely","Very frequently","Very frequently","Rarely","Sometimes","Never",8.0,7.0,4.0,4.0,"Improve",88.0,960.0,840.0,480.0,480.0,"Pop_Improve",570,"18-24","3-5 hours","Moderate","High","Medium","Low","Low",0.2,0.4,0.35,0.2,0.2
21.0,8.0,"Lofi",162.0,"Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently",6.0,5.0,9.0,8.0,"Improve",168.0,972.0,810.0,1458.0,1296.0,"Lofi_Improve",571,"18-24","5+ hours","Fast","Medium","Medium","High","High",0.4,0.3,0.25,0.45,0.4
28.0,3.0,"Metal",0.0,"Very frequently","Never","Rarely","Sometimes","Rarely","Rarely","Very frequently","Rarely","Sometimes","Very frequently","Very frequently","Rarely","Sometimes","Never","Very frequently","Very frequently",8.0,8.0,5.0,2.0,"Improve",84.0,0.0,0.0,0.0,0.0,"Metal_Improve",572,"25-34","1-3 hours","Slow","High","High","Medium","Low",0.15,0.4,0.4,0.25,0.1
22.0,2.0,"Rock",119.0,"Rarely","Never","Never","Never","Never","Rarely","Rarely","Rarely","Never","Never","Very frequently","Very frequently","Never","Never","Very frequently","Sometimes",10.0,5.0,2.0,8.0,"Improve",44.0,1190.0,595.0,238.0,952.0,"Rock_Improve",573,"18-24","1-3 hours","Moderate","High","Medium","Low","High",0.1,0.5,0.25,0.1,0.4
32.0,8.0,"Rock",101.0,"Never","Never","Never","Rarely","Never","Sometimes","Never","Never","Never","Never","Sometimes","Rarely","Rarely","Sometimes","Very frequently","Sometimes",7.0,6.0,5.0,8.0,"Improve",256.0,707.0,606.0,505.0,808.0,"Rock_Improve",578,"25-34","5+ hours","Moderate","Medium","Medium","Medium","High",0.4,0.35,0.3,0.25,0.4
18.0,4.0,"EDM",150.0,"Very frequently","Never","Very frequently","Never","Never","Never","Rarely","Never","Never","Rarely","Never","Sometimes","Never","Rarely","Rarely","Sometimes",8.0,7.0,10.0,6.0,"Improve",72.0,1200.0,1050.0,1500.0,900.0,"EDM_Improve",579,"18-24","3-5 hours","Fast","High","Medium","High","Medium",0.2,0.4,0.35,0.5,0.3
20.0,4.0,"Metal",180.0,"Rarely","Sometimes","Never","Never","Never","Never","Rarely","Never","Never","Never","Very frequently","Never","Never","Never","Very frequently","Sometimes",5.0,2.0,1.0,6.0,"Improve",80.0,900.0,360.0,180.0,1080.0,"Metal_Improve",580,"18-24","3-5 hours","Fast","Medium","Low","No","Medium",0.2,0.25,0.1,0.05,0.3
26.0,3.0,"Jazz",90.0,"Rarely","Rarely","Rarely","Rarely","Never","Sometimes","Very frequently","Never","Sometimes","Rarely","Very frequently","Rarely","Sometimes","Rarely","Very frequently","Rarely",6.0,8.0,0.0,0.0,"Improve",78.0,540.0,720.0,0.0,0.0,"Jazz_Improve",581,"25-34","1-3 hours","Moderate","Medium","High","No","No",0.15,0.3,0.4,0.0,0.0
22.0,8.0,"Metal",110.0,"Sometimes","Never","Sometimes","Rarely","Rarely","Rarely","Sometimes","Never","Never","Never","Very frequently","Rarely","Rarely","Never","Very frequently","Very frequently",10.0,7.0,8.0,6.0,"Improve",176.0,1100.0,770.0,880.0,660.0,"Metal_Improve",582,"18-24","5+ hours","Moderate","High","Medium","High","Medium",0.4,0.5,0.35,0.4,0.3
27.0,3.0,"Pop",113.0,"Rarely","Rarely","Rarely","Rarely","Never","Very frequently","Rarely","Rarely","Rarely","Rarely","Rarely","Very frequently","Very frequently","Sometimes","Sometimes","Rarely",7.0,2.0,0.0,1.0,"Improve",81.0,791.0,226.0,0.0,113.0,"Pop_Improve",584,"25-34","1-3 hours","Moderate","Medium","Low","No","No",0.15,0.35,0.1,0.0,0.05
49.0,8.0,"Classical",68.0,"Very frequently","Never","Never","Never","Never","Never","Rarely","Never","Never","Never","Rarely","Rarely","Never","Never","Rarely","Never",4.0,8.0,9.0,1.0,"Improve",392.0,272.0,544.0,612.0,68.0,"Classical_Improve",585,"45-54","5+ hours","Moderate","Low","High","High","No",0.4,0.2,0.4,0.45,0.05
18.0,6.0,"Folk",80.0,"Never","Very frequently","Very frequently","Very frequently","Sometimes","Sometimes","Rarely","Rarely","Rarely","Sometimes","Sometimes","Very frequently","Sometimes","Sometimes","Very frequently","Sometimes",8.0,6.0,0.0,2.0,"Improve",108.0,640.0,480.0,0.0,160.0,"Folk_Improve",586,"18-24","5+ hours","Moderate","High","Medium","No","Low",0.3,0.4,0.3,0.0,0.1
23.0,4.0,"Video game music",105.0,"Rarely","Rarely","Very frequently","Rarely","Rarely","Rarely","Rarely","Rarely","Never","Very frequently","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Very frequently",10.0,8.0,10.0,0.0,"Improve",92.0,1050.0,840.0,1050.0,0.0,"Video game music_Improve",587,"18-24","3-5 hours","Moderate","High","High","High","No",0.2,0.5,0.4,0.5,0.0
17.0,10.0,"K pop",150.0,"Rarely","Sometimes","Rarely","Rarely","Never","Very frequently","Never","Very frequently","Rarely","Sometimes","Very frequently","Very frequently","Sometimes","Very frequently","Very frequently","Sometimes",10.0,3.0,0.0,4.0,"Improve",170.0,1500.0,450.0,0.0,600.0,"K pop_Improve",588,"Under 18","5+ hours","Fast","High","Low","No","Low",0.5,0.5,0.15,0.0,0.2
30.0,0.0,"Metal",0.0,"Rarely","Never","Rarely","Never","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never","Rarely","Rarely","Rarely",10.0,10.0,10.0,9.0,"Improve",0.0,0.0,0.0,0.0,0.0,"Metal_Improve",590,"25-34","0-1 hours","Slow","High","High","High","High",0.0,0.5,0.5,0.5,0.45
36.0,1.0,"Rock",110.0,"Sometimes","Rarely","Never","Never","Never","Never","Never","Never","Never","Never","Rarely","Sometimes","Rarely","Rarely","Very frequently","Never",6.0,2.0,3.0,1.0,"Improve",36.0,660.0,220.0,330.0,110.0,"Rock_Improve",591,"35-44","1-3 hours","Moderate","Medium","Low","Low","No",0.05,0.3,0.1,0.15,0.05
27.0,3.0,"Rock",105.0,"Rarely","Never","Very frequently","Rarely","Never","Rarely","Rarely","Never","Never","Very frequently","Very frequently","Rarely","Rarely","Rarely","Very frequently","Very frequently",8.0,7.0,9.0,3.0,"Improve",81.0,840.0,735.0,945.0,315.0,"Rock_Improve",592,"25-34","1-3 hours","Moderate","High","Medium","High","Low",0.15,0.4,0.35,0.45,0.15
18.0,1.0,"Pop",114.0,"Never","Rarely","Never","Sometimes","Rarely","Rarely","Never","Sometimes","Never","Sometimes","Never","Very frequently","Rarely","Sometimes","Sometimes","Never",7.0,1.0,1.0,1.0,"Improve",18.0,798.0,114.0,114.0,114.0,"Pop_Improve",593,"18-24","1-3 hours","Moderate","Medium","No","No","No",0.05,0.35,0.05,0.05,0.05
42.0,2.0,"Metal",85.0,"Sometimes","Rarely","Never","Never","Rarely","Rarely","Never","Sometimes","Sometimes","Rarely","Very frequently","Very frequently","Sometimes","Never","Very frequently","Very frequently",7.0,8.0,5.0,3.0,"Improve",84.0,595.0,680.0,425.0,255.0,"Metal_Improve",595,"35-44","1-3 hours","Moderate","Medium","High","Medium","Low",0.1,0.35,0.4,0.25,0.15
19.0,4.0,"Video game music",162.0,"Rarely","Never","Rarely","Never","Never","Rarely","Sometimes","Never","Never","Sometimes","Never","Sometimes","Never","Never","Rarely","Very frequently",8.0,2.0,1.0,6.0,"Improve",76.0,1296.0,324.0,162.0,972.0,"Video game music_Improve",596,"18-24","3-5 hours","Fast","High","Low","No","Medium",0.2,0.4,0.1,0.05,0.3
30.0,3.0,"EDM",121.0,"Rarely","Never","Very frequently","Never","Rarely","Sometimes","Never","Very frequently","Never","Never","Rarely","Very frequently","Sometimes","Sometimes","Sometimes","Never",7.0,5.0,7.0,7.0,"Improve",90.0,847.0,605.0,847.0,847.0,"EDM_Improve",601,"25-34","1-3 hours","Fast","Medium","Medium","Medium","Medium",0.15,0.35,0.25,0.35,0.35
18.0,7.0,"Hip hop",120.0,"Very frequently","Rarely","Never","Never","Rarely","Very frequently","Very frequently","Rarely","Never","Sometimes","Never","Sometimes","Sometimes","Sometimes","Rarely","Rarely",3.0,1.0,0.0,3.0,"Improve",126.0,360.0,120.0,0.0,360.0,"Hip hop_Improve",602,"18-24","5+ hours","Moderate","Low","No","No","Low",0.35,0.15,0.05,0.0,0.15
31.0,2.0,"Metal",155.0,"Rarely","Sometimes","Never","Very frequently","Never","Rarely","Rarely","Never","Never","Never","Very frequently","Very frequently","Very frequently","Rarely","Very frequently","Sometimes",7.0,4.0,8.0,8.0,"Improve",62.0,1085.0,620.0,1240.0,1240.0,"Metal_Improve",603,"25-34","1-3 hours","Fast","Medium","Low","High","High",0.1,0.35,0.2,0.4,0.4
22.0,10.0,"Metal",189.0,"Rarely","Very frequently","Never","Very frequently","Never","Never","Rarely","Never","Never","Never","Very frequently","Rarely","Never","Rarely","Sometimes","Sometimes",9.0,6.0,0.0,6.0,"Improve",220.0,1701.0,1134.0,0.0,1134.0,"Metal_Improve",605,"18-24","5+ hours","Very Fast","High","Medium","No","Medium",0.5,0.45,0.3,0.0,0.3
18.0,2.0,"Rap",120.0,"Rarely","Never","Rarely","Never","Never","Sometimes","Rarely","Rarely","Never","Sometimes","Never","Sometimes","Rarely","Very frequently","Never","Rarely",5.0,8.0,7.0,4.0,"Improve",36.0,600.0,960.0,840.0,480.0,"Rap_Improve",607,"18-24","1-3 hours","Moderate","Medium","High","Medium","Low",0.1,0.25,0.4,0.35,0.2
42.0,0.25,"Classical",150.0,"Very frequently","Rarely","Never","Never","Never","Never","Sometimes","Never","Rarely","Never","Rarely","Sometimes","Rarely","Rarely","Sometimes","Never",7.0,9.0,4.0,5.0,"Improve",10.5,1050.0,1350.0,600.0,750.0,"Classical_Improve",608,"35-44","0-1 hours","Fast","Medium","High","Low","Medium",0.0125,0.35,0.45,0.2,0.25
24.0,2.0,"Pop",115.0,"Never","Never","Never","Never","Never","Sometimes","Rarely","Rarely","Never","Rarely","Never","Very frequently","Very frequently","Sometimes","Rarely","Rarely",6.0,6.0,3.0,6.0,"Improve",48.0,690.0,690.0,345.0,690.0,"Pop_Improve",609,"18-24","1-3 hours","Moderate","Medium","Medium","Low","Medium",0.1,0.3,0.3,0.15,0.3
20.0,5.0,"R&B",128.0,"Very frequently","Sometimes","Never","Sometimes","Never","Very frequently","Rarely","Very frequently","Very frequently","Very frequently","Never","Very frequently","Very frequently","Very frequently","Very frequently","Sometimes",10.0,6.0,3.0,8.0,"Improve",100.0,1280.0,768.0,384.0,1024.0,"R&B_Improve",610,"18-24","3-5 hours","Fast","High","Medium","Low","High",0.25,0.5,0.3,0.15,0.4
16.0,4.0,"EDM",624.0,"Sometimes","Never","Very frequently","Never","Never","Never","Never","Rarely","Never","Never","Never","Never","Never","Never","Never","Sometimes",4.0,7.0,1.0,3.0,"Improve",64.0,2496.0,4368.0,624.0,1872.0,"EDM_Improve",611,"Under 18","3-5 hours","Very Fast","Low","Medium","No","Low",0.2,0.2,0.35,0.05,0.15
22.0,4.0,"Rock",93.0,"Never","Rarely","Never","Never","Never","Rarely","Never","Never","Never","Rarely","Sometimes","Very frequently","Rarely","Rarely","Very frequently","Very frequently",10.0,7.0,4.0,4.0,"Improve",88.0,930.0,651.0,372.0,372.0,"Rock_Improve",612,"18-24","3-5 hours","Moderate","High","Medium","Low","Low",0.2,0.5,0.35,0.2,0.2
34.0,2.0,"Metal",136.0,"Sometimes","Rarely","Never","Sometimes","Never","Rarely","Rarely","Rarely","Rarely","Never","Very frequently","Sometimes","Rarely","Rarely","Very frequently","Never",5.0,9.0,9.0,6.0,"Improve",68.0,680.0,1224.0,1224.0,816.0,"Metal_Improve",614,"25-34","1-3 hours","Fast","Medium","High","High","Medium",0.1,0.25,0.45,0.45,0.3
16.0,3.0,"Rock",90.0,"Rarely","Never","Never","Rarely","Never","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes","Sometimes","Very frequently","Never",7.0,3.5,3.5,5.5,"Improve",48.0,630.0,315.0,315.0,495.0,"Rock_Improve",616,"Under 18","1-3 hours","Moderate","Medium","Low","Low","Medium",0.15,0.35,0.175,0.175,0.275
21.0,0.5,"Pop",120.0,"Never","Rarely","Never","Rarely","Never","Rarely","Rarely","Rarely","Never","Sometimes","Never","Very frequently","Rarely","Rarely","Sometimes","Rarely",5.0,3.0,4.0,1.0,"Improve",10.5,600.0,360.0,480.0,120.0,"Pop_Improve",620,"18-24","0-1 hours","Moderate","Medium","Low","Low","No",0.025,0.25,0.15,0.2,0.05
17.0,4.0,"Country",110.0,"Sometimes","Very frequently","Never","Never","Never","Rarely","Sometimes","Very frequently","Rarely","Sometimes","Never","Very frequently","Rarely","Rarely","Sometimes","Never",2.0,0.0,0.0,2.0,"Improve",68.0,220.0,0.0,0.0,220.0,"Country_Improve",621,"Under 18","3-5 hours","Moderate","Low","No","No","Low",0.2,0.1,0.0,0.0,0.1
24.0,12.0,"Rock",136.0,"Sometimes","Rarely","Never","Sometimes","Rarely","Rarely","Rarely","Never","Rarely","Never","Very frequently","Very frequently","Rarely","Rarely","Very frequently","Very frequently",7.0,10.0,0.0,8.0,"Improve",288.0,952.0,1360.0,0.0,1088.0,"Rock_Improve",622,"18-24","5+ hours","Fast","Medium","High","No","High",0.6,0.35,0.5,0.0,0.4
19.0,5.0,"Pop",163.0,"Very frequently","Sometimes","Rarely","Never","Rarely","Rarely","Rarely","Very frequently","Sometimes","Very frequently","Rarely","Very frequently","Rarely","Rarely","Sometimes","Rarely",10.0,8.0,1.0,0.0,"Improve",95.0,1630.0,1304.0,163.0,0.0,"Pop_Improve",624,"18-24","3-5 hours","Fast","High","High","No","No",0.25,0.5,0.4,0.05,0.0
16.0,2.0,"Video game music",149.0,"Very frequently","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Rarely","Never","Rarely","Never","Very frequently",6.0,2.0,4.0,3.0,"Improve",32.0,894.0,298.0,596.0,447.0,"Video game music_Improve",625,"Under 18","1-3 hours","Fast","Medium","Low","Low","Low",0.1,0.3,0.1,0.2,0.15
16.0,9.0,"Metal",130.0,"Rarely","Never","Never","Rarely","Never","Never","Never","Rarely","Rarely","Never","Very frequently","Sometimes","Rarely","Rarely","Very frequently","Never",10.0,10.0,10.0,8.0,"Improve",144.0,1300.0,1300.0,1300.0,1040.0,"Metal_Improve",626,"Under 18","5+ hours","Fast","High","High","High","High",0.45,0.5,0.5,0.5,0.4
19.0,4.0,"Pop",140.0,"Sometimes","Rarely","Sometimes","Never","Never","Sometimes","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Very frequently","Sometimes","Sometimes","Sometimes","Sometimes",8.0,6.0,2.0,0.0,"Improve",76.0,1120.0,840.0,280.0,0.0,"Pop_Improve",627,"18-24","3-5 hours","Fast","High","Medium","Low","No",0.2,0.4,0.3,0.1,0.0
16.0,6.0,"Pop",105.0,"Rarely","Rarely","Sometimes","Rarely","Never","Very frequently","Sometimes","Very frequently","Very frequently","Rarely","Never","Very frequently","Very frequently","Very frequently","Never","Never",10.0,7.0,6.0,10.0,"Improve",96.0,1050.0,735.0,630.0,1050.0,"Pop_Improve",630,"Under 18","5+ hours","Moderate","High","Medium","Medium","High",0.3,0.5,0.35,0.3,0.5
21.0,11.0,"Metal",125.0,"Rarely","Rarely","Sometimes","Rarely","Rarely","Very frequently","Sometimes","Rarely","Rarely","Very frequently","Very frequently","Very frequently","Sometimes","Very frequently","Very frequently","Very frequently",5.0,6.0,6.0,0.0,"Improve",231.0,625.0,750.0,750.0,0.0,"Metal_Improve",631,"18-24","5+ hours","Fast","Medium","Medium","Medium","No",0.55,0.25,0.3,0.3,0.0
30.0,1.0,"Rock",115.0,"Sometimes","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Sometimes","Never","Sometimes","Sometimes","Very frequently","Rarely","Rarely","Very frequently","Sometimes",9.0,7.0,8.0,4.0,"Improve",30.0,1035.0,805.0,920.0,460.0,"Rock_Improve",632,"25-34","1-3 hours","Moderate","High","Medium","High","Low",0.05,0.45,0.35,0.4,0.2
19.0,6.0,"Pop",78.0,"Rarely","Rarely","Rarely","Never","Never","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Never","Very frequently","Rarely","Rarely","Rarely","Sometimes",6.0,6.0,8.0,0.0,"Improve",114.0,468.0,468.0,624.0,0.0,"Pop_Improve",633,"18-24","5+ hours","Moderate","Medium","Medium","High","No",0.3,0.3,0.3,0.4,0.0
28.0,1.0,"Rock",147.0,"Rarely","Rarely","Never","Rarely","Never","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never","Sometimes","Never",2.0,1.0,2.0,2.0,"Improve",28.0,294.0,147.0,294.0,294.0,"Rock_Improve",634,"25-34","1-3 hours","Fast","Low","No","Low","Low",0.05,0.1,0.05,0.1,0.1
37.0,2.0,"Folk",186.0,"Sometimes","Sometimes","Never","Sometimes","Never","Rarely","Sometimes","Never","Never","Never","Rarely","Sometimes","Rarely","Rarely","Sometimes","Sometimes",6.0,4.0,5.0,0.0,"Improve",74.0,1116.0,744.0,930.0,0.0,"Folk_Improve",635,"35-44","1-3 hours","Very Fast","Medium","Low","Medium","No",0.1,0.3,0.2,0.25,0.0
27.0,10.0,"Jazz",132.0,"Very frequently","Never","Never","Very frequently","Rarely","Rarely","Very frequently","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Sometimes",6.0,10.0,8.0,1.0,"Improve",270.0,792.0,1320.0,1056.0,132.0,"Jazz_Improve",637,"25-34","5+ hours","Fast","Medium","High","High","No",0.5,0.3,0.5,0.4,0.05
20.0,6.0,"R&B",89.0,"Rarely","Never","Never","Rarely","Never","Sometimes","Never","Sometimes","Sometimes","Sometimes","Never","Very frequently","Very frequently","Very frequently","Never","Rarely",4.0,1.0,1.0,0.0,"Improve",120.0,356.0,89.0,89.0,0.0,"R&B_Improve",638,"18-24","5+ hours","Moderate","Low","No","No","No",0.3,0.2,0.05,0.05,0.0
44.0,1.5,"Folk",99.0,"Rarely","Very frequently","Never","Very frequently","Rarely","Sometimes","Never","Never","Never","Never","Never","Rarely","Rarely","Sometimes","Sometimes","Never",8.0,5.0,9.0,4.0,"Improve",66.0,792.0,495.0,891.0,396.0,"Folk_Improve",641,"35-44","1-3 hours","Moderate","High","Medium","High","Low",0.075,0.4,0.25,0.45,0.2
18.0,18.0,"EDM",90.0,"Sometimes","Rarely","Very frequently","Never","Rarely","Sometimes","Sometimes","Never","Never","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes",9.0,8.0,5.0,10.0,"Improve",324.0,810.0,720.0,450.0,900.0,"EDM_Improve",642,"18-24","5+ hours","Moderate","High","High","Medium","High",0.9,0.45,0.4,0.25,0.5
17.0,5.0,"Rock",110.0,"Very frequently","Rarely","Rarely","Sometimes","Rarely","Very frequently","Very frequently","Never","Rarely","Very frequently","Sometimes","Sometimes","Very frequently","Very frequently","Very frequently","Sometimes",7.0,3.0,9.0,7.0,"Improve",85.0,770.0,330.0,990.0,770.0,"Rock_Improve",643,"Under 18","3-5 hours","Moderate","Medium","Low","High","Medium",0.25,0.35,0.15,0.45,0.35
19.0,3.0,"Hip hop",115.0,"Sometimes","Never","Rarely","Never","Never","Very frequently","Rarely","Rarely","Never","Sometimes","Never","Very frequently","Very frequently","Very frequently","Never","Rarely",3.0,8.0,0.0,2.0,"Improve",57.0,345.0,920.0,0.0,230.0,"Hip hop_Improve",644,"18-24","1-3 hours","Moderate","Low","High","No","Low",0.15,0.15,0.4,0.0,0.1
20.0,12.0,"Rock",98.0,"Never","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Never","Never","Sometimes","Very frequently","Sometimes","Sometimes","Very frequently","Sometimes",7.0,10.0,2.0,0.0,"Improve",240.0,686.0,980.0,196.0,0.0,"Rock_Improve",646,"18-24","5+ hours","Moderate","Medium","High","Low","No",0.6,0.35,0.5,0.1,0.0
21.0,2.0,"Metal",150.0,"Never","Rarely","Rarely","Never","Never","Never","Never","Never","Never","Never","Very frequently","Rarely","Never","Sometimes","Very frequently","Rarely",3.0,7.0,0.0,0.0,"Improve",42.0,450.0,1050.0,0.0,0.0,"Metal_Improve",648,"18-24","1-3 hours","Fast","Low","Medium","No","No",0.1,0.15,0.35,0.0,0.0
