"Age","Hours_per_day","Fav_genre","BPM","Frequency_classical","Frequency_country","Frequency_EDM","Frequency_folk","Frequency_gospel","Frequency_hip_hop","Frequency_jazz","Frequency_K_pop","Frequency_latin","Frequency_lofi","Frequency_metal","Frequency_pop","Frequency_R_and_B","Frequency_rap","Frequency_rock","Frequency_video_game_music","Anxiety","Depression","Insomnia","OCD","Music_effect","Age_Hours_Interaction","BPM_Anxiety","BPM_Depression","BPM_Insomnia","BPM_OCD","FavGenre_Musiceffects","id","Age_Group","Hours_per_day_Group","BPM_Group","Anxiety_Group","Depression_Group","Insomnia_Group","OCD_Group","Normalized_HoursPerDay","Normalized_Anxiety","Normalized_Depression","Normalized_Insomnia","Normalized_OCD"
21.0,4.0,"Rock",62.0,"Rarely","Never","Never","Rarely","Never","Never","Never","Never","Never","Never","Rarely","Very frequently","Rarely","Never","Very frequently","Never",7.0,4.0,6.0,1.0,"Improve",84.0,434.0,248.0,372.0,62.0,"Rock_Improve",265,"18-24","3-5 hours","Moderate","Medium","Low","Medium","No",0.2,0.35,0.2,0.3,0.05
18.0,2.0,"Hip hop",20.0,"Rarely","Never","Rarely","Never","Rarely","Very frequently","Rarely","Very frequently","Sometimes","Never","Never","Sometimes","Very frequently","Very frequently","Never","Never",10.0,7.0,2.0,0.0,"Improve",36.0,200.0,140.0,40.0,0.0,"Hip hop_Improve",266,"18-24","1-3 hours","Slow","High","Medium","Low","No",0.1,0.5,0.35,0.1,0.0
17.0,7.0,"Rock",140.0,"Never","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes","Never","Very frequently","Never","Never","Very frequently","Sometimes",8.0,7.0,7.0,4.0,"Improve",119.0,1120.0,980.0,980.0,560.0,"Rock_Improve",268,"Under 18","5+ hours","Fast","High","Medium","Medium","Low",0.35,0.4,0.35,0.35,0.2
21.0,3.0,"Country",86.0,"Never","Very frequently","Rarely","Sometimes","Rarely","Sometimes","Never","Never","Never","Never","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Never",6.0,5.0,5.0,3.0,"Improve",63.0,516.0,430.0,430.0,258.0,"Country_Improve",270,"18-24","1-3 hours","Moderate","Medium","Medium","Medium","Low",0.15,0.3,0.25,0.25,0.15
19.0,6.0,"Metal",111.0,"Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Very frequently","Rarely","Never","Never","Very frequently","Sometimes",1.0,0.0,0.0,0.0,"Improve",114.0,111.0,0.0,0.0,0.0,"Metal_Improve",271,"18-24","5+ hours","Moderate","No","No","No","No",0.3,0.05,0.0,0.0,0.0
16.0,3.0,"Rock",150.0,"Sometimes","Never","Sometimes","Never","Never","Rarely","Rarely","Rarely","Never","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Very frequently","Sometimes",5.0,7.0,1.0,4.0,"Improve",48.0,750.0,1050.0,150.0,600.0,"Rock_Improve",273,"Under 18","1-3 hours","Fast","Medium","Medium","No","Low",0.15,0.25,0.35,0.05,0.2
32.0,2.0,"Metal",84.0,"Rarely","Rarely","Very frequently","Rarely","Rarely","Rarely","Rarely","Rarely","Never","Sometimes","Very frequently","Sometimes","Rarely","Rarely","Sometimes","Very frequently",4.0,3.0,1.0,6.0,"Improve",64.0,336.0,252.0,84.0,504.0,"Metal_Improve",274,"25-34","1-3 hours","Moderate","Low","Low","No","Medium",0.1,0.2,0.15,0.05,0.3
64.0,5.0,"Rock",120.0,"Sometimes","Rarely","Never","Rarely","Sometimes","Sometimes","Very frequently","Sometimes","Never","Rarely","Sometimes","Rarely","Sometimes","Rarely","Very frequently","Never",7.0,6.0,9.0,2.0,"Improve",320.0,840.0,720.0,1080.0,240.0,"Rock_Improve",276,"55-64","3-5 hours","Moderate","Medium","Medium","High","Low",0.25,0.35,0.3,0.45,0.1
33.0,4.0,"Lofi",114.0,"Sometimes","Rarely","Rarely","Sometimes","Never","Sometimes","Sometimes","Rarely","Rarely","Very frequently","Very frequently","Sometimes","Rarely","Sometimes","Sometimes","Sometimes",8.0,8.0,2.0,2.0,"Improve",132.0,912.0,912.0,228.0,228.0,"Lofi_Improve",278,"25-34","3-5 hours","Moderate","High","High","Low","Low",0.2,0.4,0.4,0.1,0.1
21.0,2.0,"EDM",120.0,"Rarely","Rarely","Very frequently","Rarely","Rarely","Rarely","Never","Never","Never","Sometimes","Rarely","Sometimes","Rarely","Rarely","Sometimes","Very frequently",10.0,10.0,5.0,7.0,"Improve",42.0,1200.0,1200.0,600.0,840.0,"EDM_Improve",279,"18-24","1-3 hours","Moderate","High","High","Medium","Medium",0.1,0.5,0.5,0.25,0.35
54.0,6.0,"Classical",120.0,"Very frequently","Sometimes","Never","Never","Never","Sometimes","Rarely","Rarely","Rarely","Never","Rarely","Sometimes","Sometimes","Rarely","Rarely","Never",2.0,2.0,3.0,2.0,"Improve",324.0,240.0,240.0,360.0,240.0,"Classical_Improve",280,"45-54","5+ hours","Moderate","Low","Low","Low","Low",0.3,0.1,0.1,0.15,0.1
18.0,5.0,"K pop",124.0,"Never","Rarely","Rarely","Never","Never","Rarely","Rarely","Very frequently","Rarely","Rarely","Never","Very frequently","Rarely","Sometimes","Sometimes","Never",7.0,4.0,5.0,6.0,"Improve",90.0,868.0,496.0,620.0,744.0,"K pop_Improve",282,"18-24","3-5 hours","Fast","Medium","Low","Medium","Medium",0.25,0.35,0.2,0.25,0.3
18.0,1.5,"Hip hop",150.0,"Never","Never","Never","Never","Never","Sometimes","Sometimes","Never","Never","Sometimes","Never","Very frequently","Never","Sometimes","Sometimes","Never",3.0,7.0,4.0,0.0,"Improve",27.0,450.0,1050.0,600.0,0.0,"Hip hop_Improve",284,"18-24","1-3 hours","Fast","Low","Medium","Low","No",0.075,0.15,0.35,0.2,0.0
14.0,2.0,"Classical",181.0,"Very frequently","Never","Never","Never","Never","Rarely","Never","Never","Never","Rarely","Sometimes","Sometimes","Never","Rarely","Very frequently","Rarely",7.0,5.0,3.0,2.0,"Improve",28.0,1267.0,905.0,543.0,362.0,"Classical_Improve",285,"Under 18","1-3 hours","Very Fast","Medium","Medium","Low","Low",0.1,0.35,0.25,0.15,0.1
15.0,2.0,"Pop",145.0,"Rarely","Sometimes","Never","Never","Never","Never","Never","Rarely","Very frequently","Never","Never","Very frequently","Sometimes","Sometimes","Never","Never",6.0,0.0,0.0,2.0,"Improve",30.0,870.0,0.0,0.0,290.0,"Pop_Improve",286,"Under 18","1-3 hours","Fast","Medium","No","No","Low",0.1,0.3,0.0,0.0,0.1
21.0,10.0,"Pop",112.0,"Never","Rarely","Never","Never","Never","Rarely","Never","Never","Never","Never","Never","Sometimes","Rarely","Never","Sometimes","Never",9.0,7.0,5.0,5.0,"Improve",210.0,1008.0,784.0,560.0,560.0,"Pop_Improve",287,"18-24","5+ hours","Moderate","High","Medium","Medium","Medium",0.5,0.45,0.35,0.25,0.25
13.0,4.0,"Classical",126.0,"Very frequently","Never","Sometimes","Rarely","Never","Never","Rarely","Rarely","Never","Never","Rarely","Very frequently","Never","Never","Sometimes","Sometimes",8.0,5.0,10.0,3.0,"Improve",52.0,1008.0,630.0,1260.0,378.0,"Classical_Improve",288,"Under 18","3-5 hours","Fast","High","Medium","High","Low",0.2,0.4,0.25,0.5,0.15
27.0,3.0,"Metal",100.0,"Very frequently","Very frequently","Never","Rarely","Never","Rarely","Never","Never","Never","Never","Very frequently","Sometimes","Never","Rarely","Very frequently","Rarely",2.0,0.0,1.0,0.0,"Improve",81.0,200.0,0.0,100.0,0.0,"Metal_Improve",289,"25-34","1-3 hours","Moderate","Low","No","No","No",0.15,0.1,0.0,0.05,0.0
19.0,8.0,"Country",109.0,"Never","Very frequently","Never","Rarely","Never","Never","Never","Never","Never","Never","Rarely","Rarely","Never","Rarely","Sometimes","Rarely",7.0,5.0,6.0,5.0,"Improve",152.0,763.0,545.0,654.0,545.0,"Country_Improve",290,"18-24","5+ hours","Moderate","Medium","Medium","Medium","Medium",0.4,0.35,0.25,0.3,0.25
14.0,4.0,"Classical",106.0,"Very frequently","Never","Rarely","Never","Never","Sometimes","Sometimes","Rarely","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Rarely",6.0,8.0,8.0,2.0,"Improve",56.0,636.0,848.0,848.0,212.0,"Classical_Improve",292,"Under 18","3-5 hours","Moderate","Medium","High","High","Low",0.2,0.3,0.4,0.4,0.1
22.0,2.0,"Video game music",120.0,"Never","Never","Rarely","Never","Never","Sometimes","Rarely","Never","Rarely","Never","Never","Very frequently","Never","Rarely","Sometimes","Very frequently",5.0,3.0,0.0,0.0,"Improve",44.0,600.0,360.0,0.0,0.0,"Video game music_Improve",293,"18-24","1-3 hours","Moderate","Medium","Low","No","No",0.1,0.25,0.15,0.0,0.0
14.0,1.5,"Classical",140.0,"Very frequently","Never","Never","Never","Rarely","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Rarely","Sometimes",1.0,2.0,4.0,3.0,"Improve",21.0,140.0,280.0,560.0,420.0,"Classical_Improve",294,"Under 18","1-3 hours","Fast","No","Low","Low","Low",0.075,0.05,0.1,0.2,0.15
23.0,3.0,"Rock",66.0,"Rarely","Rarely","Never","Very frequently","Never","Sometimes","Sometimes","Never","Never","Never","Very frequently","Very frequently","Very frequently","Sometimes","Very frequently","Never",10.0,7.0,0.0,10.0,"Improve",69.0,660.0,462.0,0.0,660.0,"Rock_Improve",295,"18-24","1-3 hours","Moderate","High","Medium","No","High",0.15,0.5,0.35,0.0,0.5
23.0,2.0,"Pop",109.0,"Rarely","Very frequently","Never","Rarely","Very frequently","Very frequently","Sometimes","Rarely","Never","Rarely","Never","Very frequently","Very frequently","Very frequently","Very frequently","Sometimes",6.0,1.0,0.0,5.0,"Improve",46.0,654.0,109.0,0.0,545.0,"Pop_Improve",296,"18-24","1-3 hours","Moderate","Medium","No","No","Medium",0.1,0.3,0.05,0.0,0.25
18.0,2.0,"Rap",170.0,"Very frequently","Never","Sometimes","Never","Never","Very frequently","Sometimes","Rarely","Very frequently","Sometimes","Rarely","Sometimes","Sometimes","Very frequently","Rarely","Sometimes",3.0,2.0,0.0,2.0,"Improve",36.0,510.0,340.0,0.0,340.0,"Rap_Improve",297,"18-24","1-3 hours","Fast","Low","Low","No","Low",0.1,0.15,0.1,0.0,0.1
19.0,3.0,"Classical",120.0,"Very frequently","Rarely","Never","Rarely","Rarely","Sometimes","Rarely","Never","Never","Never","Rarely","Sometimes","Never","Never","Very frequently","Sometimes",7.0,6.0,4.0,0.0,"Improve",57.0,840.0,720.0,480.0,0.0,"Classical_Improve",298,"18-24","1-3 hours","Moderate","Medium","Medium","Low","No",0.15,0.35,0.3,0.2,0.0
13.0,2.5,"Folk",118.0,"Never","Sometimes","Never","Very frequently","Never","Never","Never","Never","Never","Never","Never","Very frequently","Never","Never","Never","Never",8.0,0.0,0.0,3.0,"Improve",32.5,944.0,0.0,0.0,354.0,"Folk_Improve",299,"Under 18","1-3 hours","Moderate","High","No","No","Low",0.125,0.4,0.0,0.0,0.15
15.0,5.0,"Folk",87.0,"Rarely","Sometimes","Never","Very frequently","Rarely","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never","Sometimes","Rarely","Rarely",6.0,7.0,7.0,4.0,"Improve",75.0,522.0,609.0,609.0,348.0,"Folk_Improve",300,"Under 18","3-5 hours","Moderate","Medium","Medium","Medium","Low",0.25,0.3,0.35,0.35,0.2
19.0,3.0,"K pop",110.0,"Sometimes","Rarely","Rarely","Sometimes","Never","Rarely","Never","Very frequently","Never","Sometimes","Never","Very frequently","Very frequently","Very frequently","Very frequently","Never",6.0,0.0,3.0,0.0,"Improve",57.0,660.0,0.0,330.0,0.0,"K pop_Improve",301,"18-24","1-3 hours","Moderate","Medium","No","Low","No",0.15,0.3,0.0,0.15,0.0
12.0,2.0,"Classical",120.0,"Very frequently","Never","Never","Never","Never","Never","Never","Never","Never","Rarely","Never","Rarely","Never","Never","Never","Never",0.0,0.0,3.0,0.0,"Improve",24.0,0.0,0.0,360.0,0.0,"Classical_Improve",302,"Under 18","1-3 hours","Moderate","No","No","Low","No",0.1,0.0,0.0,0.15,0.0
33.0,0.5,"Rock",80.0,"Sometimes","Never","Rarely","Never","Never","Never","Rarely","Never","Never","Rarely","Sometimes","Rarely","Never","Never","Sometimes","Rarely",7.0,9.0,4.0,6.0,"Improve",16.5,560.0,720.0,320.0,480.0,"Rock_Improve",305,"25-34","0-1 hours","Moderate","Medium","High","Low","Medium",0.025,0.35,0.45,0.2,0.3
17.0,2.0,"Pop",117.0,"Rarely","Never","Never","Never","Never","Rarely","Rarely","Never","Never","Sometimes","Rarely","Very frequently","Very frequently","Never","Never","Sometimes",9.0,8.0,4.0,8.0,"Improve",34.0,1053.0,936.0,468.0,936.0,"Pop_Improve",306,"Under 18","1-3 hours","Moderate","High","High","Low","High",0.1,0.45,0.4,0.2,0.4
18.0,16.0,"Jazz",90.0,"Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Rarely",3.0,2.0,5.0,6.0,"Improve",288.0,270.0,180.0,450.0,540.0,"Jazz_Improve",307,"18-24","5+ hours","Moderate","Low","Low","Medium","Medium",0.8,0.15,0.1,0.25,0.3
44.0,2.0,"Rock",105.0,"Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Rarely","Rarely","Never","Never","Sometimes","Sometimes","Sometimes","Sometimes","Very frequently","Never",7.0,7.0,2.0,1.0,"Improve",88.0,735.0,735.0,210.0,105.0,"Rock_Improve",309,"35-44","1-3 hours","Moderate","Medium","Medium","Low","No",0.1,0.35,0.35,0.1,0.05
14.0,1.0,"Pop",140.0,"Rarely","Rarely","Very frequently","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Rarely","Very frequently","Sometimes","Sometimes","Sometimes","Sometimes",6.0,6.0,3.0,0.0,"Improve",14.0,840.0,840.0,420.0,0.0,"Pop_Improve",310,"Under 18","1-3 hours","Fast","Medium","Medium","Low","No",0.05,0.3,0.3,0.15,0.0
23.0,1.0,"Rock",120.0,"Sometimes","Never","Never","Never","Never","Never","Rarely","Never","Never","Rarely","Sometimes","Never","Never","Never","Very frequently","Never",1.0,0.0,1.0,0.0,"Improve",23.0,120.0,0.0,120.0,0.0,"Rock_Improve",311,"18-24","1-3 hours","Moderate","No","No","No","No",0.05,0.05,0.0,0.05,0.0
72.0,6.0,"Rock",77.0,"Never","Sometimes","Never","Never","Never","Never","Very frequently","Never","Sometimes","Never","Never","Rarely","Very frequently","Never","Very frequently","Never",0.0,1.0,0.0,2.0,"Improve",432.0,0.0,77.0,0.0,154.0,"Rock_Improve",312,"65 and above","5+ hours","Moderate","No","No","No","Low",0.3,0.0,0.05,0.0,0.1
22.0,4.0,"Folk",137.0,"Rarely","Sometimes","Very frequently","Very frequently","Never","Sometimes","Sometimes","Never","Rarely","Sometimes","Very frequently","Very frequently","Sometimes","Sometimes","Very frequently","Sometimes",8.0,7.0,6.0,2.0,"Improve",88.0,1096.0,959.0,822.0,274.0,"Folk_Improve",313,"18-24","3-5 hours","Fast","High","Medium","Medium","Low",0.2,0.4,0.35,0.3,0.1
73.0,3.0,"R&B",4.0,"Sometimes","Very frequently","Rarely","Sometimes","Very frequently","Sometimes","Sometimes","Rarely","Very frequently","Never","Rarely","Sometimes","Very frequently","Sometimes","Sometimes","Never",5.0,4.0,0.0,1.0,"Improve",219.0,20.0,16.0,0.0,4.0,"R&B_Improve",314,"65 and above","1-3 hours","Slow","Medium","Low","No","No",0.15,0.25,0.2,0.0,0.05
16.0,4.0,"Pop",150.0,"Rarely","Rarely","Sometimes","Sometimes","Rarely","Very frequently","Rarely","Sometimes","Rarely","Sometimes","Rarely","Very frequently","Rarely","Rarely","Rarely","Rarely",7.5,5.0,7.0,8.5,"Improve",64.0,1125.0,750.0,1050.0,1275.0,"Pop_Improve",316,"Under 18","3-5 hours","Fast","High","Medium","Medium","High",0.2,0.375,0.25,0.35,0.425
63.0,2.0,"Rock",133.0,"Very frequently","Sometimes","Rarely","Very frequently","Never","Rarely","Sometimes","Never","Rarely","Never","Never","Never","Rarely","Never","Very frequently","Never",5.0,4.0,6.0,2.0,"Improve",126.0,665.0,532.0,798.0,266.0,"Rock_Improve",317,"55-64","1-3 hours","Fast","Medium","Low","Medium","Low",0.1,0.25,0.2,0.3,0.1
19.0,3.0,"Rap",73.0,"Rarely","Never","Sometimes","Never","Never","Sometimes","Rarely","Never","Never","Rarely","Never","Sometimes","Rarely","Very frequently","Sometimes","Sometimes",3.0,3.0,0.0,0.0,"Improve",57.0,219.0,219.0,0.0,0.0,"Rap_Improve",318,"18-24","1-3 hours","Moderate","Low","Low","No","No",0.15,0.15,0.15,0.0,0.0
16.0,2.0,"Classical",155.0,"Very frequently","Rarely","Never","Rarely","Never","Rarely","Rarely","Never","Never","Rarely","Never","Very frequently","Never","Never","Rarely","Rarely",7.0,5.0,3.0,1.0,"Improve",32.0,1085.0,775.0,465.0,155.0,"Classical_Improve",320,"Under 18","1-3 hours","Fast","Medium","Medium","Low","No",0.1,0.35,0.25,0.15,0.05
22.0,6.0,"Country",120.0,"Rarely","Very frequently","Sometimes","Very frequently","Rarely","Sometimes","Sometimes","Never","Rarely","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Very frequently","Sometimes",4.0,8.0,2.0,2.0,"Improve",132.0,480.0,960.0,240.0,240.0,"Country_Improve",321,"18-24","5+ hours","Moderate","Low","High","Low","Low",0.3,0.2,0.4,0.1,0.1
12.0,2.0,"Classical",120.0,"Very frequently","Rarely","Never","Never","Rarely","Sometimes","Rarely","Rarely","Never","Never","Never","Sometimes","Never","Rarely","Sometimes","Never",8.0,0.0,1.0,6.0,"Improve",24.0,960.0,0.0,120.0,720.0,"Classical_Improve",322,"Under 18","1-3 hours","Moderate","High","No","No","Medium",0.1,0.4,0.0,0.05,0.3
58.0,1.0,"Rock",133.0,"Rarely","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Never","Rarely","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Never",5.0,6.0,3.0,1.0,"Improve",58.0,665.0,798.0,399.0,133.0,"Rock_Improve",323,"55-64","1-3 hours","Fast","Medium","Medium","Low","No",0.05,0.25,0.3,0.15,0.05
39.0,1.0,"Hip hop",89.0,"Never","Rarely","Rarely","Sometimes","Never","Very frequently","Rarely","Rarely","Rarely","Sometimes","Sometimes","Very frequently","Sometimes","Very frequently","Very frequently","Never",6.0,4.0,1.0,1.0,"Improve",39.0,534.0,356.0,89.0,89.0,"Hip hop_Improve",324,"35-44","1-3 hours","Moderate","Medium","Low","No","No",0.05,0.3,0.2,0.05,0.05
58.0,1.0,"Classical",80.0,"Sometimes","Rarely","Never","Rarely","Sometimes","Rarely","Sometimes","Rarely","Rarely","Never","Never","Rarely","Never","Never","Never","Never",0.0,0.0,2.0,1.0,"Improve",58.0,0.0,0.0,160.0,80.0,"Classical_Improve",325,"55-64","1-3 hours","Moderate","No","No","Low","No",0.05,0.0,0.0,0.1,0.05
67.0,4.0,"Rock",146.0,"Never","Sometimes","Never","Never","Never","Never","Sometimes","Never","Never","Never","Rarely","Never","Rarely","Never","Very frequently","Never",7.0,6.0,7.0,4.0,"Improve",268.0,1022.0,876.0,1022.0,584.0,"Rock_Improve",327,"65 and above","3-5 hours","Fast","Medium","Medium","Medium","Low",0.2,0.35,0.3,0.35,0.2
14.0,9.0,"R&B",140.0,"Very frequently","Rarely","Rarely","Rarely","Rarely","Sometimes","Rarely","Very frequently","Rarely","Sometimes","Rarely","Very frequently","Very frequently","Very frequently","Rarely","Rarely",10.0,8.0,9.0,5.0,"Improve",126.0,1400.0,1120.0,1260.0,700.0,"R&B_Improve",328,"Under 18","5+ hours","Fast","High","High","High","Medium",0.45,0.5,0.4,0.45,0.25
70.0,2.0,"Country",88.0,"Sometimes","Very frequently","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",8.0,5.0,6.0,1.0,"Improve",140.0,704.0,440.0,528.0,88.0,"Country_Improve",329,"65 and above","1-3 hours","Moderate","High","Medium","Medium","No",0.1,0.4,0.25,0.3,0.05
21.0,1.0,"Country",135.0,"Never","Very frequently","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",3.0,0.0,2.0,0.0,"Improve",21.0,405.0,0.0,270.0,0.0,"Country_Improve",330,"18-24","1-3 hours","Fast","Low","No","Low","No",0.05,0.15,0.0,0.1,0.0
16.0,4.0,"Lofi",85.0,"Rarely","Rarely","Very frequently","Rarely","Never","Rarely","Rarely","Never","Never","Very frequently","Rarely","Sometimes","Never","Rarely","Rarely","Very frequently",7.0,1.0,3.0,5.0,"Improve",64.0,595.0,85.0,255.0,425.0,"Lofi_Improve",331,"Under 18","3-5 hours","Moderate","Medium","No","Low","Medium",0.2,0.35,0.05,0.15,0.25
60.0,2.0,"Rock",132.0,"Sometimes","Sometimes","Never","Sometimes","Rarely","Never","Rarely","Never","Rarely","Never","Rarely","Sometimes","Sometimes","Rarely","Very frequently","Rarely",4.0,4.0,2.0,0.0,"Improve",120.0,528.0,528.0,264.0,0.0,"Rock_Improve",333,"55-64","1-3 hours","Fast","Low","Low","Low","No",0.1,0.2,0.2,0.1,0.0
23.0,0.5,"Hip hop",110.0,"Sometimes","Sometimes","Rarely","Rarely","Rarely","Very frequently","Rarely","Very frequently","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Very frequently","Rarely","Sometimes",7.0,7.0,6.0,5.0,"Improve",11.5,770.0,770.0,660.0,550.0,"Hip hop_Improve",334,"18-24","0-1 hours","Moderate","Medium","Medium","Medium","Medium",0.025,0.35,0.35,0.3,0.25
15.0,2.0,"Pop",102.0,"Rarely","Rarely","Sometimes","Never","Sometimes","Rarely","Sometimes","Sometimes","Never","Never","Never","Very frequently","Sometimes","Never","Sometimes","Very frequently",9.0,8.0,10.0,9.0,"Improve",30.0,918.0,816.0,1020.0,918.0,"Pop_Improve",335,"Under 18","1-3 hours","Moderate","High","High","High","High",0.1,0.45,0.4,0.5,0.45
16.0,1.0,"EDM",140.0,"Never","Never","Very frequently","Never","Never","Sometimes","Rarely","Never","Never","Sometimes","Sometimes","Rarely","Rarely","Rarely","Sometimes","Sometimes",7.0,4.0,6.0,3.0,"Improve",16.0,980.0,560.0,840.0,420.0,"EDM_Improve",336,"Under 18","1-3 hours","Fast","Medium","Low","Medium","Low",0.05,0.35,0.2,0.3,0.15
20.0,2.0,"EDM",174.0,"Sometimes","Never","Very frequently","Never","Never","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never","Sometimes","Sometimes",9.0,7.0,5.0,7.0,"Improve",40.0,1566.0,1218.0,870.0,1218.0,"EDM_Improve",337,"18-24","1-3 hours","Fast","High","Medium","Medium","Medium",0.1,0.45,0.35,0.25,0.35
21.0,1.5,"Folk",105.0,"Never","Sometimes","Never","Very frequently","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes","Never",3.0,3.0,1.0,0.0,"Improve",31.5,315.0,315.0,105.0,0.0,"Folk_Improve",338,"18-24","1-3 hours","Moderate","Low","Low","No","No",0.075,0.15,0.15,0.05,0.0
18.0,6.0,"EDM",91.0,"Very frequently","Rarely","Very frequently","Rarely","Sometimes","Very frequently","Sometimes","Never","Sometimes","Very frequently","Sometimes","Very frequently","Very frequently","Very frequently","Sometimes","Very frequently",5.0,5.0,7.0,0.0,"Improve",108.0,455.0,455.0,637.0,0.0,"EDM_Improve",339,"18-24","5+ hours","Moderate","Medium","Medium","Medium","No",0.3,0.25,0.25,0.35,0.0
